name,currency,value.pct.drop,current.value,type1.interp.current.value,type2.interp.current.value,type1.curr.val.pct.diff,type2.curr.val.pct.diff,lowest.value,highest.value,timeframe,date,time
Angola,usd,-43.45,0.04254,0.02586,0.037671232876712334,39.21,11.445,0.02397260273972603,0.48116438356164387,6m,2023-08-09,05:44:10
